#cluster_id	protein_count	taxon_count	domain_ids	domain_description
OG0000039	53	23	PF02786;PF02787	Carbamoyl-phosphate synthase L chain, ATP binding domain;Carbamoyl-phosphate synthetase large chain, oligomerisation domain
OG0000040	53	20	PF00106	short chain dehydrogenase
OG0000041	53	19	PF01083	Cutinase
OG0000042	53	20	PF07690	Major Facilitator Superfamily
OG0000043	52	23	PF07690	Major Facilitator Superfamily
OG0000044	52	16	None	None
OG0000045	51	23	PF20510;PF04209	Homogentisate 1,2-dioxygenase N-terminal;Homogentisate 1,2-dioxygenase C-terminal
OG0000046	51	23	PF01546	Peptidase family M20/M25/M40
OG0000047	50	19	None	None
OG0000048	49	16	PF01425	Amidase
OG0000049	49	18	PF00704	Glycosyl hydrolases family 18
OG0000050	49	20	PF00743	Flavin-binding monooxygenase-like
OG0000051	49	18	PF00083	Sugar (and other) transporter
OG0000052	49	23	PF00248	Aldo/keto reductase family
OG0000053	49	14	PF13391	HNH endonuclease
OG0000054	48	20	PF06609	Fungal trichothecene efflux pump (TRI12)
OG0000055	48	19	PF00135	Carboxylesterase family
OG0000056	48	17	PF07690	Major Facilitator Superfamily
OG0000057	48	17	PF00171	Aldehyde dehydrogenase family
OG0000058	47	17	None	None
OG0000059	47	23	PF06032;PF05378;PF01968	Protein of unknown function (DUF917), N-terminal;Hydantoinase/oxoprolinase N-terminal region;Hydantoinase/oxoprolinase
OG0000060	47	19	PF00083	Sugar (and other) transporter
OG0000061	47	18	None	None
OG0000062	46	20	PF09298;PF01557	Fumarylacetoacetase N-terminal;Fumarylacetoacetate (FAA) hydrolase family
OG0000063	46	23	None	None
OG0000064	46	15	None	None
OG0000065	46	23	None	None
OG0000066	46	23	PF15511	Centromere kinetochore component CENP-T histone fold
OG0000067	46	20	PF07731;PF07732;PF00394	Multicopper oxidase;Multicopper oxidase;Multicopper oxidase
OG0000068	46	17	PF00457	Glycosyl hydrolases family 11
OG0000069	45	23	PF07876	Stress responsive A/B Barrel Domain
OG0000070	45	14	None	None
OG0000071	45	18	PF13095	Kinetochore Sim4 complex subunit FTA2
OG0000072	45	20	PF01266	FAD dependent oxidoreductase
OG0000073	44	14	PF07519	Tannase and feruloyl esterase
OG0000074	44	23	PF00352	Transcription factor TFIID (or TATA-binding protein, TBP)
OG0000075	44	17	None	None
OG0000076	43	18	None	None
OG0000077	43	20	PF07859	alpha/beta hydrolase fold
OG0000078	43	19	PF04479	RTA1 like protein
OG0000079	43	23	PF07690	Major Facilitator Superfamily
OG0000080	43	23	PF03169	OPT oligopeptide transporter protein
OG0000081	42	23	PF01757	Acyltransferase family
OG0000082	42	17	PF00083	Sugar (and other) transporter
OG0000083	42	17	PF03443	Auxiliary Activity family 9 (formerly GH61)
OG0000084	41	19	PF00083	Sugar (and other) transporter
OG0000085	41	19	PF20150	2EXR family
OG0000086	41	20	PF00106	short chain dehydrogenase
OG0000087	41	19	PF20183	Family of unknown function (DUF6546)
OG0000088	41	23	PF04734;PF17048	Neutral/alkaline non-lysosomal ceramidase, N-terminal;Neutral/alkaline non-lysosomal ceramidase, C-terminal
OG0000089	41	23	None	None
OG0000090	41	23	None	None
OG0000091	41	17	PF01636	Phosphotransferase enzyme family
OG0000092	41	18	None	None
OG0000093	40	18	None	None
OG0000094	40	16	None	None
OG0000095	40	23	PF13489	Methyltransferase domain
OG0000096	40	17	PF08530;PF02129	X-Pro dipeptidyl-peptidase C-terminal non-catalytic domain;X-Pro dipeptidyl-peptidase (S15 family)
OG0000097	40	17	PF07690	Major Facilitator Superfamily
OG0000098	40	23	None	None
OG0000099	40	16	None	None
OG0000100	39	23	None	None
OG0000101	39	15	PF00704	Glycosyl hydrolases family 18
OG0000102	39	16	PF17100	N-terminal domain of NWD NACHT-NTPase
OG0000103	39	15	None	None
OG0000104	39	19	PF01095	Pectinesterase
OG0000105	39	22	PF00756	Putative esterase
OG0000106	39	14	None	None
OG0000107	39	20	PF07690	Major Facilitator Superfamily
OG0000108	39	18	PF12311	Protein of unknown function (DUF3632)
OG0000109	38	18	None	None
OG0000110	38	12	PF00884	Sulfatase
OG0000111	38	22	PF13561	Enoyl-(Acyl carrier protein) reductase
OG0000112	38	20	PF08240	Alcohol dehydrogenase GroES-like domain
OG0000113	38	22	PF01494	FAD binding domain
OG0000114	38	20	PF07690	Major Facilitator Superfamily
OG0000115	38	23	None	None
OG0000116	38	16	PF00069	Protein kinase domain
OG0000117	38	23	PF00171	Aldehyde dehydrogenase family
OG0000118	38	18	None	None
OG0000119	38	15	None	None
OG0000120	38	14	None	None
OG0000121	37	23	None	None
OG0000122	37	21	PF01425	Amidase
OG0000123	37	23	PF00128	Alpha amylase, catalytic domain
OG0000124	37	23	PF13578	Methyltransferase domain
OG0000125	37	23	None	None
OG0000126	37	18	PF01490	Transmembrane amino acid transporter protein
OG0000127	37	22	PF00149	Calcineurin-like phosphoesterase
OG0000128	37	23	PF01988	VIT family
OG0000129	37	19	None	None
OG0000130	37	20	PF00150	Cellulase (glycosyl hydrolase family 5)
OG0000131	36	16	PF07690	Major Facilitator Superfamily
OG0000132	36	22	PF00254	FKBP-type peptidyl-prolyl cis-trans isomerase
OG0000133	36	22	PF00150	Cellulase (glycosyl hydrolase family 5)
OG0000134	36	19	PF01266	FAD dependent oxidoreductase
OG0000135	36	23	PF09286	Pro-kumamolisin, activation domain 
OG0000136	36	19	PF00248	Aldo/keto reductase family
OG0000137	36	23	None	None
OG0000138	36	22	None	None
OG0000139	36	23	PF00171	Aldehyde dehydrogenase family
OG0000140	36	20	PF13193;PF00501	AMP-binding enzyme C-terminal domain;AMP-binding enzyme
OG0000141	36	13	None	None
OG0000142	36	22	None	None
OG0000143	36	19	None	None
OG0000144	36	23	PF01237	Oxysterol-binding protein 
OG0000145	35	20	PF07690	Major Facilitator Superfamily
OG0000146	35	19	None	None
OG0000147	35	21	PF07690	Major Facilitator Superfamily
OG0000148	35	18	PF01494	FAD binding domain
OG0000149	35	14	PF00083	Sugar (and other) transporter
OG0000150	35	20	None	None
OG0000151	35	23	PF00005;PF01061;PF06422;PF14510;PF19055	ABC transporter;ABC-2 type transporter;CDR ABC transporter;ABC-transporter N-terminal;ABC-2 type transporter
OG0000152	35	18	PF00884	Sulfatase
OG0000153	35	19	PF01494	FAD binding domain
OG0000154	35	13	None	None
OG0000155	35	14	PF07690	Major Facilitator Superfamily
OG0000156	35	20	PF00083	Sugar (and other) transporter
OG0000157	35	19	PF01284	Membrane-associating domain
OG0000158	35	23	PF08240;PF00107	Alcohol dehydrogenase GroES-like domain;Zinc-binding dehydrogenase
OG0000159	35	23	PF02133	Permease for cytosine/purines, uracil, thiamine, allantoin
OG0000160	35	21	None	None
OG0000161	35	19	PF01494	FAD binding domain
OG0000162	35	22	None	None
OG0000163	35	23	PF01184	GPR1/FUN34/yaaH family
OG0000164	34	13	None	None
OG0000165	34	18	PF07110	EthD domain
OG0000166	34	19	PF00933;PF01915;PF07691;PF14310	Glycosyl hydrolase family 3 N terminal domain;Glycosyl hydrolase family 3 C-terminal domain;PA14 domain;Fibronectin type III-like domain
OG0000167	34	19	PF18271	Glycoside hydrolase 131 catalytic N-terminal domain
OG0000168	34	16	None	None
OG0000169	34	18	PF00856	SET domain
OG0000170	34	23	None	None
OG0000171	34	20	PF11905	Domain of unknown function (DUF3425)
OG0000172	34	17	PF13561	Enoyl-(Acyl carrier protein) reductase
OG0000173	34	19	PF05730	CFEM domain
OG0000174	34	19	PF06985	Heterokaryon incompatibility protein (HET)
OG0000175	34	15	PF00296	Luciferase-like monooxygenase
OG0000176	34	22	None	None
OG0000177	34	16	PF00075	RNase H
OG0000178	34	20	PF02230	Phospholipase/Carboxylesterase
OG0000179	34	20	PF07690	Major Facilitator Superfamily
OG0000180	34	20	PF00083	Sugar (and other) transporter
OG0000181	34	14	None	None
OG0000182	34	15	PF00069	Protein kinase domain
OG0000183	34	21	PF07690	Major Facilitator Superfamily
OG0000184	34	14	None	None
OG0000185	33	14	PF01565	FAD binding domain 
OG0000186	33	19	PF04577	Glycosyltransferase 61
OG0000187	33	11	PF00135	Carboxylesterase family
OG0000188	33	17	None	None
OG0000189	33	20	PF03417	Acyl-coenzyme A:6-aminopenicillanic acid acyl-transferase
OG0000190	33	16	None	None
OG0000191	33	18	PF00732;PF05199	GMC oxidoreductase;GMC oxidoreductase
OG0000192	33	21	PF06766	Fungal hydrophobin
OG0000193	33	19	PF01522	Polysaccharide deacetylase
OG0000194	33	22	None	None
OG0000195	33	19	PF07690	Major Facilitator Superfamily
OG0000196	33	23	PF07690	Major Facilitator Superfamily
OG0000197	33	23	PF00300	Histidine phosphatase superfamily (branch 1)
OG0000198	33	18	PF05721	Phytanoyl-CoA dioxygenase (PhyH)
OG0000199	33	17	PF01915;PF00933	Glycosyl hydrolase family 3 C-terminal domain;Glycosyl hydrolase family 3 N terminal domain
OG0000200	33	17	PF00264	Common central domain of tyrosinase
OG0000201	33	18	None	None
OG0000202	33	20	PF07859	alpha/beta hydrolase fold
OG0000203	33	17	PF00172	Fungal Zn(2)-Cys(6) binuclear cluster domain
OG0000204	33	16	PF01636	Phosphotransferase enzyme family
OG0000205	33	15	PF00171	Aldehyde dehydrogenase family
OG0000206	33	19	None	None
OG0000207	32	19	PF07690	Major Facilitator Superfamily
OG0000208	32	14	PF04199	Putative cyclase
OG0000209	32	19	PF00328	Histidine phosphatase superfamily (branch 2)
OG0000210	32	23	PF05875	Ceramidase
OG0000211	32	17	PF01494	FAD binding domain
OG0000212	32	18	None	None
OG0000213	32	18	None	None
OG0000214	32	14	PF01636	Phosphotransferase enzyme family
OG0000215	32	16	None	None
OG0000216	32	23	PF00171	Aldehyde dehydrogenase family
OG0000217	32	17	PF03443	Auxiliary Activity family 9 (formerly GH61)
OG0000218	32	12	PF12708	Pectate lyase superfamily protein
OG0000219	32	17	None	None
OG0000220	32	17	PF00083	Sugar (and other) transporter
OG0000221	32	16	PF08031;PF01565	Berberine and berberine like ;FAD binding domain 
OG0000222	32	23	PF00067	Cytochrome P450
OG0000223	32	15	None	None
OG0000224	32	19	PF07690	Major Facilitator Superfamily
OG0000225	31	22	None	None
OG0000226	31	20	None	None
OG0000227	31	19	PF13472	GDSL-like Lipase/Acylhydrolase family
OG0000228	31	19	None	None
OG0000229	31	17	PF00083	Sugar (and other) transporter
OG0000230	31	17	None	None
OG0000231	31	23	None	None
OG0000232	31	20	PF00171	Aldehyde dehydrogenase family
OG0000233	31	16	None	None
OG0000234	31	20	None	None
OG0000235	31	23	None	None
OG0000236	31	16	PF00840	Glycosyl hydrolase family 7
OG0000237	31	14	None	None
OG0000238	31	17	PF00083	Sugar (and other) transporter
OG0000239	31	23	None	None
OG0000240	31	17	PF11951	Fungal specific transcription factor domain
OG0000241	31	23	PF00288;PF08544	GHMP kinases N terminal domain;GHMP kinases C terminal 
OG0000242	31	23	PF00026	Eukaryotic aspartyl protease
OG0000243	30	16	None	None
OG0000244	30	19	PF11905	Domain of unknown function (DUF3425)
OG0000245	30	22	PF05686	Glycosyl transferase family 90
OG0000246	30	19	None	None
OG0000247	30	20	PF05199;PF00732	GMC oxidoreductase;GMC oxidoreductase
OG0000248	30	18	None	None
OG0000249	30	16	None	None
OG0000250	30	17	PF04479	RTA1 like protein
OG0000251	30	15	PF00083	Sugar (and other) transporter
OG0000252	30	19	PF13640	2OG-Fe(II) oxygenase superfamily
OG0000253	30	22	PF03446	NAD binding domain of 6-phosphogluconate dehydrogenase
OG0000254	30	23	PF09362	Domain of unknown function (DUF1996)
OG0000255	30	22	None	None
OG0000256	30	17	PF02668	Taurine catabolism dioxygenase TauD, TfdA family
OG0000257	30	23	None	None
OG0000258	30	17	PF01565;PF02913	FAD binding domain ;FAD linked oxidases, C-terminal domain
OG0000259	30	16	PF11710	G protein-coupled glucose receptor regulating Gpa2
OG0000260	30	18	PF10503	Esterase PHB depolymerase
OG0000261	30	19	PF07690	Major Facilitator Superfamily
OG0000262	30	23	PF00795	Carbon-nitrogen hydrolase
OG0000263	30	22	PF00122;PF00690;PF00689;PF13246	E1-E2 ATPase;Cation transporter/ATPase, N-terminus;Cation transporting ATPase, C-terminus;Cation transport ATPase (P-type)
OG0000264	30	19	PF07690	Major Facilitator Superfamily
OG0000265	30	19	PF01425	Amidase
OG0000266	30	17	PF00701	Dihydrodipicolinate synthetase family
OG0000267	30	23	PF16203;PF13625;PF04851	ERCC3/RAD25/XPB C-terminal helicase;Helicase conserved C-terminal domain;Type III restriction enzyme, res subunit
OG0000268	30	23	PF11717	RNA binding activity-knot of a chromodomain 
OG0000269	30	23	None	None
OG0000270	30	20	PF00067	Cytochrome P450
OG0000271	30	8	PF04082	Fungal specific transcription factor domain 
OG0000272	30	17	PF20254	N,N-dimethylformamidase beta subunit-like, C-terminal
OG0000273	30	16	None	None
OG0000274	29	23	PF01036	Bacteriorhodopsin-like protein
OG0000275	29	23	None	None
OG0000276	29	20	PF00083	Sugar (and other) transporter
OG0000277	29	23	PF01266	FAD dependent oxidoreductase
OG0000278	29	15	PF06609	Fungal trichothecene efflux pump (TRI12)
OG0000279	29	23	PF00382;PF08271	Transcription factor TFIIB repeat;TFIIB zinc-binding
OG0000280	29	15	PF07883	Cupin domain
OG0000281	29	18	PF07690	Major Facilitator Superfamily
OG0000282	29	14	None	None
OG0000283	29	18	PF08240;PF00107	Alcohol dehydrogenase GroES-like domain;Zinc-binding dehydrogenase
OG0000284	29	16	PF07287	Acyclic terpene utilisation family protein AtuA
OG0000285	29	19	PF07690	Major Facilitator Superfamily
OG0000286	29	16	PF00501;PF13193	AMP-binding enzyme;AMP-binding enzyme C-terminal domain
OG0000287	29	18	PF00106	short chain dehydrogenase
OG0000288	29	21	PF01546;PF07687	Peptidase family M20/M25/M40;Peptidase dimerisation domain
OG0000289	29	22	None	None
OG0000290	29	23	PF03169	OPT oligopeptide transporter protein
OG0000291	29	23	PF01019	Gamma-glutamyltranspeptidase
OG0000292	29	23	PF00723;PF00686	Glycosyl hydrolases family 15;Starch binding domain
OG0000293	29	19	None	None
OG0000294	29	17	PF02133	Permease for cytosine/purines, uracil, thiamine, allantoin
OG0000295	29	17	PF00724	NADH:flavin oxidoreductase / NADH oxidase family
OG0000296	29	13	None	None
OG0000297	29	15	PF00083	Sugar (and other) transporter
OG0000298	28	23	None	None
OG0000299	28	18	PF06609	Fungal trichothecene efflux pump (TRI12)
OG0000300	28	18	PF00840	Glycosyl hydrolase family 7
OG0000301	28	18	PF01731	Arylesterase
OG0000302	28	22	None	None
OG0000303	28	15	PF03443	Auxiliary Activity family 9 (formerly GH61)
OG0000304	28	23	PF00083	Sugar (and other) transporter
OG0000305	28	17	PF07690	Major Facilitator Superfamily
OG0000306	28	22	PF01828	Peptidase A4 family
OG0000307	28	23	None	None
OG0000308	28	17	PF07883	Cupin domain
OG0000309	28	13	PF08530;PF02129	X-Pro dipeptidyl-peptidase C-terminal non-catalytic domain;X-Pro dipeptidyl-peptidase (S15 family)
OG0000310	28	17	PF07690	Major Facilitator Superfamily
OG0000311	28	17	PF13561	Enoyl-(Acyl carrier protein) reductase
OG0000312	28	19	PF17389	Bacterial alpha-L-rhamnosidase 6 hairpin glycosidase domain
OG0000313	28	14	PF01636	Phosphotransferase enzyme family
OG0000314	28	23	PF00628	PHD-finger
OG0000315	28	22	PF00686;PF00128;PF09260	Starch binding domain;Alpha amylase, catalytic domain;Alpha-amylase, domain C
OG0000316	28	23	PF12511	Protein of unknown function (DUF3716) 
OG0000317	28	16	PF00441;PF02771;PF02770	Acyl-CoA dehydrogenase, C-terminal domain;Acyl-CoA dehydrogenase, N-terminal domain;Acyl-CoA dehydrogenase, middle domain
OG0000318	28	20	PF00171	Aldehyde dehydrogenase family
OG0000319	28	23	PF03328	HpcH/HpaI aldolase/citrate lyase family
OG0000320	28	17	PF07690	Major Facilitator Superfamily
OG0000321	28	23	PF13472	GDSL-like Lipase/Acylhydrolase family
OG0000322	28	23	PF02133	Permease for cytosine/purines, uracil, thiamine, allantoin
OG0000323	28	22	PF00704	Glycosyl hydrolases family 18
OG0000324	28	13	PF04082	Fungal specific transcription factor domain 
OG0000325	28	19	None	None
OG0000326	28	13	None	None
OG0000327	27	23	PF04998;PF05000;PF00623;PF04983;PF04997	RNA polymerase Rpb1, domain 5;RNA polymerase Rpb1, domain 4;RNA polymerase Rpb1, domain 2;RNA polymerase Rpb1, domain 3;RNA polymerase Rpb1, domain 1
OG0000328	27	23	PF00628	PHD-finger
OG0000329	27	18	PF01636	Phosphotransferase enzyme family
OG0000330	27	23	PF09692	Argonaute siRNA chaperone (ARC) complex subunit Arb1
OG0000331	27	23	PF01179	Copper amine oxidase, enzyme domain
OG0000332	27	23	PF00394;PF07731;PF07732	Multicopper oxidase;Multicopper oxidase;Multicopper oxidase
OG0000333	27	23	None	None
OG0000334	27	23	PF00202	Aminotransferase class-III
OG0000335	27	21	PF01565;PF02913	FAD binding domain ;FAD linked oxidases, C-terminal domain
OG0000336	27	23	PF00498	FHA domain
OG0000337	27	14	None	None
OG0000338	27	23	PF14824;PF00590;PF13241;PF14823	Sirohaem biosynthesis protein central;Tetrapyrrole (Corrin/Porphyrin) Methylases;Putative NAD(P)-binding;Sirohaem biosynthesis protein C-terminal
OG0000339	27	23	PF00494	Squalene/phytoene synthase
OG0000340	27	23	None	None
OG0000341	27	18	PF06314;PF01494	Acetoacetate decarboxylase (ADC);FAD binding domain
OG0000342	27	23	PF00566	Rab-GTPase-TBC domain
OG0000343	27	19	PF07690	Major Facilitator Superfamily
OG0000344	27	19	PF00083	Sugar (and other) transporter
OG0000345	27	18	PF00083	Sugar (and other) transporter
OG0000346	27	22	None	None
OG0000347	27	20	PF07876	Stress responsive A/B Barrel Domain
OG0000348	27	16	PF00815	Histidinol dehydrogenase
OG0000349	27	23	PF00067	Cytochrome P450
OG0000350	27	23	PF00668;PF00550;PF00501	Condensation domain;Phosphopantetheine attachment site;AMP-binding enzyme
OG0000351	27	20	None	None
OG0000352	27	23	PF00690;PF00122;PF00689;PF13246	Cation transporter/ATPase, N-terminus;E1-E2 ATPase;Cation transporting ATPase, C-terminus;Cation transport ATPase (P-type)
OG0000353	27	23	PF04389	Peptidase family M28
OG0000354	27	18	PF00005;PF00664	ABC transporter;ABC transporter transmembrane region
OG0000355	27	22	PF03171;PF14226	2OG-Fe(II) oxygenase superfamily;non-haem dioxygenase in morphine synthesis N-terminal
OG0000356	27	23	PF12708	Pectate lyase superfamily protein
OG0000357	27	15	PF00069	Protein kinase domain
OG0000358	27	15	None	None
OG0000359	26	23	PF01204;PF07492	Trehalase;Neutral trehalase Ca2+ binding domain
OG0000360	26	20	PF14310;PF01915;PF00933	Fibronectin type III-like domain;Glycosyl hydrolase family 3 C-terminal domain;Glycosyl hydrolase family 3 N terminal domain
OG0000361	26	23	None	None
OG0000362	26	16	PF00856	SET domain
OG0000363	26	23	PF00550;PF02801;PF00698;PF16073;PF00109;PF14765;PF00975	Phosphopantetheine attachment site;Beta-ketoacyl synthase, C-terminal domain;Acyl transferase domain;Starter unit:ACP transacylase in aflatoxin biosynthesis;Beta-ketoacyl synthase, N-terminal domain;Polyketide synthase dehydratase N-terminal domain;Thioesterase domain
OG0000364	26	23	PF07690	Major Facilitator Superfamily
OG0000365	26	22	PF07690	Major Facilitator Superfamily
OG0000366	26	17	PF07690	Major Facilitator Superfamily
OG0000367	26	17	PF07690	Major Facilitator Superfamily
OG0000368	26	21	PF00596	Class II Aldolase and Adducin N-terminal domain
OG0000369	26	22	PF00488	MutS domain V
OG0000370	26	16	PF07690	Major Facilitator Superfamily
OG0000371	26	23	PF11526;PF04818	Pcf11, Clp1-interaction domain;CID domain
OG0000372	26	23	PF19302;PF00133;PF08264	Domain of unknown function (DUF5915);tRNA synthetases class I (I, L, M and V);Anticodon-binding domain of tRNA ligase
OG0000373	26	15	None	None
OG0000374	26	23	PF00501;PF13193	AMP-binding enzyme;AMP-binding enzyme C-terminal domain
OG0000375	26	23	PF00248	Aldo/keto reductase family
OG0000376	26	20	PF04444;PF00775	Catechol dioxygenase N terminus;Dioxygenase
OG0000377	26	17	PF16862	Glycosyl hydrolase family 79 C-terminal beta domain
OG0000378	26	22	PF07690	Major Facilitator Superfamily
OG0000379	26	23	None	None
OG0000380	26	14	PF00083	Sugar (and other) transporter
OG0000381	26	23	PF13520	Amino acid permease
OG0000382	26	23	PF04082;PF00172	Fungal specific transcription factor domain ;Fungal Zn(2)-Cys(6) binuclear cluster domain
OG0000383	26	23	PF00172	Fungal Zn(2)-Cys(6) binuclear cluster domain
OG0000384	26	21	PF00083	Sugar (and other) transporter
OG0000385	26	23	PF00383	Cytidine and deoxycytidylate deaminase zinc-binding region
OG0000386	26	23	None	None
OG0000387	26	17	PF04082	Fungal specific transcription factor domain 
OG0000388	26	22	PF13632	Glycosyl transferase family group 2
OG0000389	26	22	PF01565;PF04030	FAD binding domain ;D-arabinono-1,4-lactone oxidase 
OG0000390	26	23	PF00749;PF03950	tRNA synthetases class I (E and Q), catalytic domain;tRNA synthetases class I (E and Q), anti-codon binding domain
OG0000391	26	23	PF00368;PF12349;PF13323	Hydroxymethylglutaryl-coenzyme A reductase;Sterol-sensing domain of SREBP cleavage-activation;N-terminal domain with HPIH motif
OG0000392	26	17	PF07690	Major Facilitator Superfamily
OG0000393	26	17	PF03583	Secretory lipase 
OG0000394	26	18	PF00083	Sugar (and other) transporter
OG0000395	26	23	PF13419	Haloacid dehalogenase-like hydrolase
OG0000396	26	23	PF05224	NDT80 / PhoG like DNA-binding  family
OG0000397	26	23	PF11034	Glucose-repressible protein Grg1 
OG0000398	26	20	PF02586	SOS response associated peptidase (SRAP)
OG0000399	26	23	PF00069	Protein kinase domain
OG0000400	26	16	PF00856	SET domain
OG0000401	26	23	PF03221	Tc5 transposase DNA-binding domain
OG0000402	26	23	PF07690	Major Facilitator Superfamily
OG0000403	25	22	PF08728	CRT10
OG0000404	25	23	PF13632	Glycosyl transferase family group 2
OG0000405	25	23	PF07662;PF01773	Na+ dependent nucleoside transporter C-terminus;Na+ dependent nucleoside transporter N-terminus
OG0000406	25	23	PF00226	DnaJ domain
OG0000407	25	23	PF00888;PF10557	Cullin family;Cullin protein neddylation domain
OG0000408	25	23	PF00291	Pyridoxal-phosphate dependent enzyme
OG0000409	25	23	PF00076	RNA recognition motif
OG0000410	25	16	PF00732;PF05199	GMC oxidoreductase;GMC oxidoreductase
OG0000411	25	23	PF00248	Aldo/keto reductase family
OG0000412	25	20	PF01425	Amidase
OG0000413	25	23	PF09994	T6SS, Phospholipase effector Tle1-like, catalytic domain
OG0000414	25	16	PF04082;PF00172	Fungal specific transcription factor domain ;Fungal Zn(2)-Cys(6) binuclear cluster domain
OG0000415	25	23	PF09797	N-acetyltransferase B complex (NatB) non catalytic subunit
OG0000416	25	23	PF00856;PF01753	SET domain;MYND finger
OG0000417	25	23	PF09731	Mitochondrial inner membrane protein
OG0000418	25	15	PF00005;PF01061;PF06422	ABC transporter;ABC-2 type transporter;CDR ABC transporter
OG0000419	25	14	PF00743	Flavin-binding monooxygenase-like
OG0000420	25	23	PF19050	PhoD related phosphatase
OG0000421	25	23	PF01480	PWI domain
OG0000422	25	23	None	None
OG0000423	25	17	PF13561	Enoyl-(Acyl carrier protein) reductase
OG0000424	25	22	None	None
OG0000425	25	23	PF13393;PF03129	Histidyl-tRNA synthetase;Anticodon binding domain
OG0000426	25	23	PF00566	Rab-GTPase-TBC domain
OG0000427	25	15	PF09084	NMT1/THI5 like
OG0000428	25	23	PF00149	Calcineurin-like phosphoesterase
OG0000429	25	21	None	None
OG0000430	25	18	PF01565;PF08031	FAD binding domain ;Berberine and berberine like 
OG0000431	25	23	PF02204;PF13857	Vacuolar sorting protein 9 (VPS9) domain;Ankyrin repeats (many copies)
OG0000432	25	23	None	None
OG0000433	25	23	None	None
OG0000434	25	23	None	None
OG0000435	25	22	None	None
OG0000436	25	17	PF00135	Carboxylesterase family
OG0000437	25	15	PF00856	SET domain
OG0000438	25	23	PF07910	Peptidase family C78
OG0000439	25	20	PF00108;PF02803	Thiolase, N-terminal domain;Thiolase, C-terminal domain
OG0000440	25	21	None	None
OG0000441	25	23	PF12014	Cyclin D1 binding domain
OG0000442	25	20	PF05368	NmrA-like family
OG0000443	25	23	PF12796;PF01544;PF00023	Ankyrin repeats (3 copies);CorA-like Mg2+ transporter protein;Ankyrin repeat
OG0000444	25	23	PF00625	Guanylate kinase
OG0000445	25	23	PF00240;PF00627	Ubiquitin family;UBA/TS-N domain
OG0000446	25	9	PF00756	Putative esterase
OG0000447	25	12	None	None
OG0000448	25	20	PF00107;PF08240	Zinc-binding dehydrogenase;Alcohol dehydrogenase GroES-like domain
OG0000449	25	23	PF00106	short chain dehydrogenase
OG0000450	25	17	PF00854	POT family
OG0000451	25	23	None	None
OG0000452	25	23	PF00925;PF12471	GTP cyclohydrolase II;GTP cyclohydrolase N terminal 
OG0000453	25	22	None	None
OG0000454	25	19	None	None
OG0000455	25	19	PF00465	Iron-containing alcohol dehydrogenase 
OG0000456	25	23	PF00202	Aminotransferase class-III
OG0000457	25	23	PF02540;PF00958;PF00117	NAD synthase;GMP synthase C terminal domain;Glutamine amidotransferase class-I
